課次	泰文	舊拼音(Sheet)	新拼音(目的達)	中文	來源	備註
初 2-5	ยินดีที่ได้รู้จัก	yin dee thi dai ru jak	yin dhī tīˋ dhaiˋ rū~ jakˇ	很高興認識你	engine-auto	
初 2-5	สวัสดีค่ะ ฉันชื่อกุ้ง	sa wat dee kha chan chue gung	saˇ watˇ dhī kaˋ chanˊ chɯ̄ˋ gungˋ	你好，我叫Gung	derived	
初 2-5	ผมชื่อเบียร์	pom chue beer	pomˊ chɯ̄ˋ bhīa	我叫Beer	engine-auto	
初 2-5	ต่อ	to	dɔ̄ˇ	繼續	engine-auto	
初 2-5	บ้าน	ban	bhānˋ	家	engine-auto	
初 2-5	แม่บ้าน	mae ban	mɛ̄ˋ bhānˋ	家庭主婦	book-exact	(book-exact已用引擎重新驗證)
初 2-5	บ้านเพื่อน	ban pheuan	bhānˋ pɯ̄anˋ	朋友家	engine-auto	
初 2-5	ไปบ้านเพื่อน	bpai ban pheuan	bai bhānˋ pɯ̄anˋ	去朋友家	engine-auto	
初 2-5	ไปนอนบ้านเพื่อน	bpai non ban pheuan	bai nɔ̄n bhānˋ pɯ̄anˋ	去朋友家睡覺	engine-auto	
初 2-5	บ้านผม / บ้านฉัน	ban pom / ban chan	bhānˋ pomˊ / bhānˋ chanˊ	我的家	engine-auto	
初 2-5	บ้านคุณ	ban khun	bhānˋ kun	你家	engine-auto	
初 2-5	บ้านคุณใหญ่มาก	ban khun yai mak	bhānˋ kun yaiˇ mākˋ	你家好大	engine-auto	
初 2-5	บ้านคุณสวยมาก	ban khun suay mak	bhānˋ kun sūayˊ mākˋ	你家好漂亮	engine-auto	
初 2-5	สร้าง	saang	srāngˋ	蓋	engine-auto	
初 2-5	สร้างบ้าน	saang ban	srāngˋ bhānˋ	蓋房子	engine-auto	
初 2-5	สร้างสถานีรถไฟฟ้า	saang sathani rot fai fa	srāngˋ saˇ tāˊ nī rot~ fai fā~	蓋捷運站	engine-auto	
初 2-5	สร้างสนามบิน	saang sanam bin	srāngˋ saˇ nām bhin	蓋新機場	derived	
初 2-5	ที่	thi	tīˋ	地方	engine-auto	
初 2-5	ที่ฝากของ	thi fak khong	tīˋ fākˇ kɔ̄ngˊ	寄物處	engine-auto	
初 2-5	ที่นั่ง	thi nang	tīˋ nangˋ	座位	engine-auto	
初 2-5	คนท้อง	khon thong	kon tɔ̄ng~	孕婦	engine-auto	
初 2-5	ที่นั่งคนท้อง	thi nang khon thong	tīˋ nangˋ kon tɔ̄ng~	孕婦的座位	engine-auto	
初 2-5	ที่อยู่	thi yuu	tīˋ yūˋ	住址	engine-auto	
初 2-5	คุณอยู่ที่ไหน	khun yuu thi nai	kun yūˋ tīˋ naiˊ	你住在哪裡？	engine-auto	
初 2-5	ต้องมีที่อยู่	tong mee thi yuu	dɔ̄ngˋ mī tīˋ yūˋ	必須有住址	engine-auto	
初 2-5	ขอที่อยู่หน่อย	kho thi yuu noi	kɔ̄ˊ tīˋ yūˋ nɔ̄iˇ	請給我你的地址	engine-auto	
初 2-5	ที่ดิน	thi din	tīˋ dhin	土地	engine-auto	
初 2-5	ซื้อที่ดิน	seu thi din	sɯ̄~ tīˋ dhin	買土地	engine-auto	
初 2-5	ซื้อที่ดินไม่ได้	seu thi din mai dai	sɯ̄~ tīˋ dhin maiˋ dhaiˋ	不能買土地	engine-auto	
初 2-5	แล้วก็	laew go	lɛ̄u~ gɔ̄ˋ	然後	engine-auto	
初 2-5	แล้วก็ต้มยำกุ้ง	laew go tom yam gung	lɛ̄u~ gɔ̄ˋ domˋ yam gungˋ	然後是冬蔭功	engine-auto	
初 2-5	แล้วก็ไปเชียงใหม่	laew go bpai chiang mai	lɛ̄u~ gɔ̄ˋ bai chīang maiˇ	然後去清邁	engine-auto	
初 2-5	แล้วก็ไปพัทยา	laew go bpai pattaya	lɛ̄u~ gɔ̄ˋ bai pat~ yā	然後去芭達雅	engine-auto	
初 2-5	แล้วก็ไปห้องน้ำ	laew go bpai hong nam	lɛ̄u~ gɔ̄ˋ bai hɔ̄ngˋ nām~	然後去洗手間	engine-auto	
初 2-5	ใช้บ่อย	chai boi	chai~ bhɔ̄iˇ	常用	engine-auto	
初 2-5	เสียดาย	sia dai	sīaˊ dhāi	可惜	engine-auto	
初 2-5	กินข้าวด้วยกัน	gin khao duay kan	gin kāuˋ dhūayˋ gan	一起吃飯	engine-auto	
初 2-5	แต่งงานแล้ว	taeng ngaan laew	dɛ̄ngˇ ngān lɛ̄u~	結婚了	engine-auto	
初 2-5	ไปไม่ได้	bpai mai dai	bai maiˋ dhaiˋ	去不了	engine-auto	
初 2-5	เสียดาย	sia dai	sīaˊ dhāi	可惜	engine-auto	
初 2-5	เสียดาย ไปไม่ได้	sia dai bpai mai dai	sīaˊ dhāi bai maiˋ dhaiˋ	可惜，不能去	engine-auto	
初 2-5	เล่นเกม	len game	lēnˋ gēm	玩遊戲	engine-auto	
初 2-5	มาจากภาษาอังกฤษ	maa jak phasa angkrit	mā jākˇ pā sāˊ ang gritˇ	來自英文	derived	
初 2-5	เล่นเกมออนไลน์	len game online	lēnˋ gēm ɔ̄n lai	玩線上遊戲	engine-auto	
初 2-5	เราซื่อก็เล่นเกมออนไลน์	rao sue go len game online	rāu sɯ̄ˋ gɔ̄ˋ lēnˋ gēm ɔ̄n lai	老師也玩線上遊戲	engine-auto	
初 2-5	ซื้อของออนไลน์	seu khong online	sɯ̄~ kɔ̄ngˊ ɔ̄n lai	線上買東西	engine-auto	
初 2-5	ไปเที่ยว	bpai tiao	bai tīauˋ	去玩	book-exact	(book-exact已用引擎重新驗證)
初 2-5	ฝาก	fak	fākˇ	寄	engine-auto	
初 2-5	กระเป๋า	gra pao	graˇ bāuˊ	包包、行李	engine-auto	
初 2-5	ฝากกระเป๋า	fak gra pao	fākˇ graˇ bāuˊ	寄行李	engine-auto	
初 2-5	ขอฝากกระเป๋าได้ไหมคะ	kho fak gra pao dai mai kha	kɔ̄ˊ fākˇ graˇ bāuˊ dhaiˋ maiˊ ka~	可以寄放行李嗎？	engine-auto	
初 2-5	ฝากกระเป๋าหน่อยได้ไหมคะ	fak gra pao noi dai mai kha	fākˇ graˇ bāuˊ nɔ̄iˇ dhaiˋ maiˊ ka~	寄放一下行李	engine-auto	
初 2-5	ที่ฝากของ	thi fak khong	tīˋ fākˇ kɔ̄ngˊ	寄物處	engine-auto	
初 2-5	เงิน	ngern	ngə̄n	錢	engine-auto	
初 2-5	มีเงิน	mee ngern	mī ngə̄n	有錢	engine-auto	
初 2-5	ใช้เงิน	chai ngern	chai~ ngə̄n	花錢	engine-auto	
初 2-5	เสียเงิน	sia ngern	sīaˊ ngə̄n	浪費錢	engine-auto	
初 2-5	อาหารทะเลสดไหม	a han thale sot mai	ā hānˊ ta~ lē sotˇ maiˊ	海鮮新鮮嗎？	engine-auto	
初 2-5	ตลาดสด	talad sot	daˇ lātˋ sotˇ	菜市場	engine-auto	
初 2-5	เงินสด	ngern sot	ngə̄n sotˇ	現金	engine-auto	
初 2-5	เงินบาท	ngern baht	ngə̄n bhātˇ	泰銖	engine-auto	
初 2-5	เงินเยน	ngern yen	ngə̄n yēn	日幣	engine-auto	
初 2-5	เงินดอลลาร์ไต้หวัน	ngern dollar taiwan	ngə̄n dhɔ̄n lā daiˋ wanˊ	台幣	engine-auto	
初 2-5	US ดอลลาร์	US dollar	US dhɔ̄n lā	美金	engine-auto	
初 2-5	ทอง	thong	tɔ̄ng	黃金	engine-auto	
初 2-5	ต้องซื้อทอง	tong seu thong	dɔ̄ngˋ sɯ̄~ tɔ̄ng	要買黃金	engine-auto	
初 2-5	ทองคำ	thong kham	tɔ̄ng kam	金子	engine-auto	
初 2-5	ทองแดง	thong daeng	tɔ̄ng dhɛ̄ng	銅	engine-auto	
初 2-5	หน้าแดง	na daeng	nāˋ dhɛ̄ng	臉紅	engine-auto	
初 2-5	ปากแดง	pak daeng	bākˇ dhɛ̄ng	嘴巴紅	engine-auto	
初 2-5	แดง	daeng	dhɛ̄ng	紅色	engine-auto	
初 2-5	ทองแดง	thong daeng	tɔ̄ng dhɛ̄ng	銅（陛下愛犬的名字）	engine-auto	
初 2-5	คุณทองแดง	khun thong daeng	kun tɔ̄ng dhɛ̄ng	（尊稱）	engine-auto	
初 2-5	ร้านทอง	ran thong	rān~ tɔ̄ng	金飾店	engine-auto	
初 2-5	เหรียญ	rien	rīanˊ	硬幣	engine-auto	
初 2-5	เหรียญทอง	rien thong	rīanˊ tɔ̄ng	金牌	engine-auto	
初 2-5	เหรียญเงิน	rien ngern	rīanˊ ngə̄n	銀牌	engine-auto	
初 2-5	เงิน	ngern	ngə̄n	錢、銀	engine-auto	
初 2-5	เหรียญทองแดง	rien thong daeng	rīanˊ tɔ̄ng dhɛ̄ng	銅牌	engine-auto	
初 2-5	เหรียญสิบ	rien sip	rīanˊ sipˇ	十元硬幣	engine-auto	
初 2-5	เหรียญห้า	rien ha	rīanˊ hāˋ	五元硬幣	engine-auto	
初 2-5	เหรียญบาท	rien baht	rīanˊ bhātˇ	一元硬幣	engine-auto	
初 2-5	เหรียญห้าสิบ	rien ha sip	rīanˊ hāˋ sipˇ	五十元硬幣（台幣）	engine-auto	
初 2-5	แบงค์	baeng	bhɛ̄ng	紙鈔（口語）	engine-auto	
初 2-5	แบงค์ยี่สิบ	baeng yee sip	bhɛ̄ng yīˋ sipˇ	二十元紙鈔	engine-auto	
初 2-5	แบงค์ห้าสิบ	baeng ha sip	bhɛ̄ng hāˋ sipˇ	五十元紙鈔	engine-auto	
初 2-5	แบงค์ร้อย	baeng roi	bhɛ̄ng rɔ̄i~	一百元紙鈔	engine-auto	
初 2-5	แบงค์ห้าร้อย	baeng ha roi	bhɛ̄ng hāˋ rɔ̄i~	五百元紙鈔	engine-auto	
初 2-5	แบงค์พัน	baeng phan	bhɛ̄ng pan	一千元紙鈔	engine-auto	
初 2-5	โต๊ะ	to	do~	桌子	engine-auto	
初 2-5	โต๊ะอาหาร	to a-han	do~ ā hānˊ	餐桌	engine-auto	
初 2-5	ทำงาน	tham ngaan	tam ngān	工作	engine-auto	
初 2-5	ทำงานที่ไหน	tham ngaan thi nai	tam ngān tīˋ naiˊ	在哪裡工作？	engine-auto	
初 2-5	ทำงานที่เมืองไทย	tham ngaan thi mueang thai	tam ngān tīˋ mɯ̄ang tai	在泰國工作	engine-auto	
初 2-5	เพื่อนร่วมงาน	pheuan ruam ngaan	pɯ̄anˋ rūamˋ ngān	同事	engine-auto	
初 2-5	แต่งงาน	taeng ngaan	dɛ̄ngˇ ngān	結婚	engine-auto	
初 2-5	โต๊ะทำงาน	to tham ngaan	do~ tam ngān	辦公桌；書桌	engine-auto	
初 2-5	โต๊ะจีน	to jeen	do~ jīn	中式辦桌	engine-auto	
初 2-5	เก้าอี้	kao ii	gāuˋ īˋ	椅子	engine-auto	
初 2-5	เก้าอี้ไม้	kao ii mai	gāuˋ īˋ mai~	木椅	engine-auto	
初 2-5	ไม้	mai	mai~	木頭；串	engine-auto	
初 2-5	หมูปิ้งไม้ละเท่าไหร่	moo ping mai la thao rai	mūˊ bingˋ mai~ la~ tāuˋ raiˇ	烤豬肉一串多少錢？	engine-auto	
初 2-5	ขอเก้าอี้เด็ก	kho kao ii dek	kɔ̄ˊ gāuˋ īˋ dhekˇ	我想要一張兒童椅	engine-auto	
初 2-5	มีเก้าอี้เด็กไหม	mee kao ii dek mai	mī gāuˋ īˋ dhekˇ maiˊ	有兒童椅嗎？	engine-auto	
初 2-5	ตัว	tua	dūa	（張、個、隻）	engine-auto	
初 2-5	เก้าอี้ตัวนี้	kao ii tua ni	gāuˋ īˋ dūa nī~	這張椅子	engine-auto	
初 2-5	ขอเก้าอี้ 2 ตัว	kho kao ii song tua	kɔ̄ˊ gāuˋ īˋ 2 dūa	我想要兩張椅子	engine-auto	
初 2-5	หนัง	nang	nangˊ	皮；電影	book-exact	(book-exact已用引擎重新驗證)
初 2-5	หนังหมู	nang moo	nangˊ mūˊ	豬皮	engine-auto	
初 2-5	ชอบกินหนังหมู	chop gin nang moo	chɔ̄pˋ gin nangˊ mūˊ	喜歡吃豬皮	engine-auto	
初 2-5	ชอบกินหนังหมูไหมคะ	chop gin nang moo mai kha	chɔ̄pˋ gin nangˊ mūˊ maiˊ ka~	喜歡吃豬皮嗎？	engine-auto	
初 2-5	ฉันไม่ชอบกินหนังหมู	chan mai chop gin nang moo	chanˊ maiˋ chɔ̄pˋ gin nangˊ mūˊ	我不喜歡吃豬皮	engine-auto	
初 2-5	หนังไก่	nang gai	nangˊ gaiˇ	雞皮	engine-auto	
初 2-5	หนังเป็ด	nang pet	nangˊ betˇ	鴨皮	engine-auto	
初 2-5	ไปดูหนังด้วยกัน	bpai du nang duay kan	bai dhū nangˊ dhūayˋ gan	一起去看電影	engine-auto	
初 2-5	หนังอะไร	nang a-rai	nangˊ aˇ rai	什麼電影？	engine-auto	
初 2-5	หนังผี	nang phee	nangˊ pīˊ	鬼片	engine-auto	
初 2-5	ผี	phee	pīˊ	鬼	engine-auto	
初 2-5	ชอบดูหนังผีไหมคะ	chop du nang phee mai kha	chɔ̄pˋ dhū nangˊ pīˊ maiˊ ka~	喜歡看鬼片嗎？	engine-auto	
初 2-5	ไม่ดูหนังผี	mai du nang phee	maiˋ dhū nangˊ pīˊ	不看鬼片	engine-auto	
初 2-5	ไปดูหนัง	bpai du nang	bai dhū nangˊ	去看電影	engine-auto	
初 2-5	ชอบไปดูหนังไหมคะ	chop bpai du nang mai kha	chɔ̄pˋ bai dhū nangˊ maiˊ ka~	喜歡去看電影嗎？	engine-auto	
初 2-5	หนังสือ	nang sue	nangˊ sɯ̄ˊ	書	engine-auto	
初 2-5	หนังสือไทย	nang sue thai	nangˊ sɯ̄ˊ tai	泰文書	engine-auto	
初 2-5	การ์ตูน	cartoon	gā dūn	卡通	engine-auto	
初 2-5	หนังสือการ์ตูน	nang sue cartoon	nangˊ sɯ̄ˊ gā dūn	漫畫	engine-auto	
初 2-5	เด็กๆ ชอบอ่านหนังสือการ์ตูน	dek dek chop aan nang sue cartoon	dhekˇ dhekˇ chɔ̄pˋ ānˇ nangˊ sɯ̄ˊ gā dūn	小孩子喜歡看漫畫	engine-auto	
初 2-5	ชอบอ่านหนังสือไหม	chop aan nang sue mai	chɔ̄pˋ ānˇ nangˊ sɯ̄ˊ maiˊ	喜歡看書嗎？	engine-auto	
初 2-5	เฉยๆ	choey choey	chə̄iˊ chə̄iˊ	還好；普普通通	engine-auto	
初 2-5	อ่านหนังสือ	aan nang sue	ānˇ nangˊ sɯ̄ˊ	看書	engine-auto	
初 2-5	หนังสือพิมพ์	nang sue phim	nangˊ sɯ̄ˊ pim	報紙	engine-auto	
初 2-5	หนังสือพิมพ์อังกฤษ	nang sue phim angkrit	nangˊ sɯ̄ˊ pim ang gritˇ	英文報紙	derived	
初 2-5	หนังสือพิมพ์จีน	nang sue phim jeen	nangˊ sɯ̄ˊ pim jīn	中文報紙	engine-auto	
初 2-5	ปากกา	pak ga	bākˇ gā	筆	engine-auto	
初 2-5	ปาก	pak	bākˇ	嘴巴	engine-auto	
初 2-5	กา	ga	gā	烏鴉	engine-auto	
初 2-5	มีปากกาไหม	mee pak ga mai	mī bākˇ gā maiˊ	有筆嗎？	engine-auto	
初 2-5	ปากกาแดง	pak ga daeng	bākˇ gā dhɛ̄ng	紅筆	engine-auto	
初 2-5	ปากกาดำ	pak ga dam	bākˇ gā dham	黑筆	engine-auto	
初 2-5	ดินสอ	din sor	dhin sɔ̄ˊ	鉛筆	engine-auto	
初 2-5	ที่ดิน	thi din	tīˋ dhin	土地	engine-auto	
初 2-5	ดิน	din	dhin	土	engine-auto	
初 2-5	ดินสอสี	din sor see	dhin sɔ̄ˊ sīˊ	彩色筆	engine-auto	
初 2-5	สี	see	sīˊ	顏色	engine-auto	
初 2-5	ผมขาว	phom khaow	pomˊ kāuˊ	白頭髮	engine-auto	
初 2-5	สีขาว	see khaow	sīˊ kāuˊ	白色	engine-auto	
初 2-5	สีแดง	see daeng	sīˊ dhɛ̄ng	紅色	engine-auto	
初 2-5	สีดำ	see dam	sīˊ dham	黑色	engine-auto	
初 2-5	กล่องดินสอ	glong din sor	glɔ̄ngˇ dhin sɔ̄ˊ	鉛筆盒	engine-auto	
初 2-5	กล่อง	glong	glɔ̄ngˇ	盒子	engine-auto	
初 2-5	กระดาษ	gra daat	graˇ dhātˇ	紙	engine-auto	
初 2-5	กระดาษเปล่า	gra daat plao	graˇ dhātˇ blāuˇ	白紙	engine-auto	
初 2-5	ข้าวเปล่า	khao plao	kāuˋ blāuˇ	白飯	engine-auto	
初 2-5	น้ำเปล่า	nam plao	nām~ blāuˇ	白開水	engine-auto	
初 2-5	ทิชชู่	tissue	tit~ chūˋ	衛生紙	engine-auto	
初 2-5	กระดาษทิชชู่	gra daat tissue	graˇ dhātˇ tit~ chūˋ	衛生紙	engine-auto	
初 2-5	ในห้องน้ำมีทิชชู่ไหม	nai hong nam mee tissue mai	nai hɔ̄ngˋ nām~ mī tit~ chūˋ maiˊ	廁所有衛生紙嗎？	engine-auto	
初 2-5	รีไซเคิล	recycle	rī sai kə̄n	回收	engine-auto	
初 2-5	กระดาษรีไซเคิล	gra daat recycle	graˇ dhātˇ rī sai kə̄n	回收紙	engine-auto	
初 2-5	เอาไปรีไซเคิล	ao bpai recycle	au bai rī sai kə̄n	拿去回收	engine-auto	
初 2-5	ฝากกระเป๋า	fak gra pao	fākˇ graˇ bāuˊ	寄放行李	engine-auto	
初 2-5	กระเป๋า	gra pao	graˇ bāuˊ	包包	engine-auto	
初 2-5	เงิน	ngern	ngə̄n	錢	engine-auto	
初 2-5	กระเป๋าเงิน	gra pao ngern	graˇ bāuˊ ngə̄n	錢包	engine-auto	
初 2-5	หนังสือ	nang sue	nangˊ sɯ̄ˊ	書	engine-auto	
初 2-5	กระเป๋าหนังสือ	gra pao nang sue	graˇ bāuˊ nangˊ sɯ̄ˊ	書包	engine-auto	
初 2-5	ใบ	bai	bhai	（個、張、片）	engine-auto	
初 2-5	ตั๋วใบละเท่าไหร่	tua bai la thao rai	dūaˊ bhai la~ tāuˋ raiˇ	一張票多少錢？	engine-auto	
初 2-5	กระเป๋าใบนี้	gra pao bai ni	graˇ bāuˊ bhai nī~	這個包包	engine-auto	
初 2-5	เป้	bpai	bēˋ	背包	engine-auto	
初 2-5	กระเป๋าเป้	gra pao bpai	graˇ bāuˊ bēˋ	背包	engine-auto	
初 2-5	เป้ใบนี้สวยไหม	bpai bai ni suay mai	bēˋ bhai nī~ sūayˊ maiˊ	這個背包好看嗎？	engine-auto	
初 2-5	กระเป๋าเดินทาง	gra pao dern thang	graˇ bāuˊ dhə̄n tāng	行李箱	engine-auto	
初 2-5	เดินทาง	dern thang	dhə̄n tāng	旅行；通行	engine-auto	
初 2-5	เดิน	dern	dhə̄n	走路	engine-auto	
初 2-5	ทาง	thang	tāng	路	engine-auto	
初 2-5	ทำไมไม่ออกมา	tam mai mai ok ma	tam mai maiˋ ɔ̄kˇ mā	為什麼不出來？	engine-auto	
初 2-5	เก็บกระเป๋า	geb gra pao	gepˇ graˇ bāuˊ	收拾行李	engine-auto	
初 2-5	เก็บตังค์	geb tang	gepˇ dang	結帳；買單	engine-auto	
初 2-5	เก็บกระเป๋าไปเที่ยว	geb gra pao bpai tiao	gepˇ graˇ bāuˊ bai tīauˋ	收拾行李去玩	engine-auto	
初 2-5	มือถือ	mue thue	mɯ̄ tɯ̄ˊ	手機	engine-auto	
初 2-5	ถือ	thue	tɯ̄ˊ	拿；提	engine-auto	
初 2-5	กระเป๋าถือ	gra pao thue	graˇ bāuˊ tɯ̄ˊ	手提包	engine-auto	
初 2-5	ถือกระเป๋า	thue gra pao	tɯ̄ˊ graˇ bāuˊ	提著包包	engine-auto	
初 2-5	ปลอม	plom	blɔ̄m	假的	engine-auto	
初 2-5	กระเป๋าหลุยส์ปลอม	gra pao louis plom	graˇ bāuˊ luiˊ blɔ̄m	假的LV包	engine-auto	
初 2-5	หลุยส์ปลอม	louis plom	luiˊ blɔ̄m	假的LV	engine-auto	
初 2-5	ฟันปลอม	fan plom	fan blɔ̄m	假牙	engine-auto	
初 2-5	ของปลอม	khong plom	kɔ̄ngˊ blɔ̄m	假貨	engine-auto	
初 2-5	ใส่	sai	saiˇ	放進；穿	engine-auto	
初 2-5	ใส่กระเป๋า	sai gra pao	saiˇ graˇ bāuˊ	放進包包	engine-auto	
初 2-5	ใส่ถุงหรือกินที่นี่	sai toong rue gin thi ni	saiˇ tungˊ rɯ̄ˊ gin tīˋ nīˋ	內用還是外帶？	engine-auto	
初 2-5	ถุงพลาสติก	toong plastic	tungˊ plā saˇ dikˇ	塑膠袋	derived	
初 2-5	ถุงมือ	toong mue	tungˊ mɯ̄	手套	engine-auto	
初 2-5	มือ	mue	mɯ̄	手	engine-auto	
初 2-5	ใส่ถุงมือ	sai toong mue	saiˇ tungˊ mɯ̄	戴手套	engine-auto	
初 2-5	ถุงกระดาษ	toong gra daat	tungˊ graˇ dhātˇ	紙袋	engine-auto	
初 2-5	ไม่ใช้ถุงพลาสติก	mai chai toong plastic	maiˋ chai~ tungˊ plā saˇ dikˇ	不用塑膠袋	derived	
初 2-5	ถุงเท้า	toong thao	tungˊ tāu~	襪子	engine-auto	
初 2-5	เท้า	thao	tāu~	腳	engine-auto	
初 2-5	ใส่ถุงเท้า	sai toong thao	saiˇ tungˊ tāu~	穿襪子	engine-auto	
初 2-5	รองเท้า	rong thao	rɔ̄ng tāu~	鞋子	engine-auto	
初 2-5	รองเท้าหนัง	rong thao nang	rɔ̄ng tāu~ nangˊ	皮鞋	engine-auto	
初 2-5	รองเท้าหนังสีดำ	rong thao nang see dam	rɔ̄ng tāu~ nangˊ sīˊ dham	黑色皮鞋	engine-auto	
初 2-5	ถอด	tot	tɔ̄tˇ	脫	engine-auto	
初 2-5	ถอดรองเท้า	tot rong thao	tɔ̄tˇ rɔ̄ng tāu~	脫鞋	engine-auto	
初 2-5	ถอดเสื้อ	tot seua	tɔ̄tˇ sɯ̄aˋ	脫衣服	engine-auto	
初 2-5	คอนโด	condo	kɔ̄n dhō	公寓	engine-auto	
初 2-5	ซื้อคอนโด	seu condo	sɯ̄~ kɔ̄n dhō	買公寓	engine-auto	
